rank	word	arpabet
19501	helical	HH EH L IH K AH L
19502	helicon	HH EH L IH K AA N
19503	helios	HH IY L IY AA S
19504	heliotrope	HH IY L IY AH T R OW P
19505	helium	HH IY L IY AH M
19506	helix	HH IY L IH K S
19507	helle	HH EH L
19508	hellen	HH EH L AH N
19509	hellenic	HH AH L EH N IH K
19510	hellenism	HH EH L AH N IH Z AH M
19511	hellenize	HH EH L AH N AY Z
19512	heller	HH EH L ER
19513	hellfire	HH EH L F AY R
19514	hellish	HH EH L IH SH
19515	hellman	HH EH L M AH N
19516	helluva	HH EH L UW V AH
19517	helm	HH EH L M
19518	helminth	HH EH L M IH N TH
19519	helmsman	HH EH L M Z M AE N
19520	helmut	HH EH L M AH T
19521	helot	HH EH L AH T
19522	helotism	HH EH L AH T IH Z AH M
19523	helotry	HH EH L AH T R IY
19524	helper	HH EH L P ER
19525	helpless	HH EH L P L AH S
19526	helsinki	HH EH L S IH NG K IY
19527	hem	HH EH M
19528	hematite	HH EH M AH T AY T
19529	hemingway	HH EH M IH NG W EY
19530	hemisphere	HH EH M IH S F IH R
19531	hemline	HH EH M L AY N
19532	hemlock	HH EH M L AA K
19533	hemmed	HH EH M D
19534	hemmer	HH EH M ER
19535	hemming	HH EH M IH NG
19536	hemophilia	HH IY M AH F IY L IY AH
19537	hemorrhage	HH EH M ER IH JH
19538	hemorrhagic	HH EH M ER AE G IH K
19539	hemorrhoid	HH EH M ER OY D
19540	hemp	HH EH M P
19541	hen	HH EH N
19542	henbane	HH EH N B EY N
19543	henceforth	HH EH N S F AO R TH
19544	hench	HH EH N CH
19545	henchman	HH EH N CH M AH N
19546	henchmen	HH EH N CH M AH N
19547	hendrick	HH EH N D R IH K
19548	hendricks	HH EH N D R IH K S
19549	hendrix	HH EH N D R IH K S
19550	henhouse	HH EH N HH AW S
19551	henley	HH EH N L IY
19552	henna	HH EH N AH
19553	hennessy	HH EH N AH S IY
19554	henpeck	HH EH N P EH K
19555	henri	HH EH N R IY
19556	henrietta	HH EH N R IY EH T AH
19557	henrik	HH EH N R IH K
19558	hensley	HH EH N Z L IY
19559	henson	HH EH N S AH N
19560	henze	HH EH N Z
19561	hep	HH EH P
19562	heparin	HH EH P ER IH N
19563	hepatic	HH AH P AE T IH K
19564	hepburn	HH EH P B ER N
19565	hepper	HH EH P ER
19566	heptathlon	HH EH P T AE TH L AA N
19567	hera	HH IH R AH
19568	heralded	HH EH R AH L D IH D
19569	heraldic	HH EH R AE L D IH K
19570	heraldry	HH EH R AH L D R IY
19571	herbaceous	ER B EY SH AH S
19572	herbalist	ER B AH L AH S T
19573	herbarium	HH ER B EH R IY AH M
19574	herbert	HH ER B ER T
19575	herbicide	HH ER B IH S AY D
19576	herbivore	HH ER B IH V AO R
19577	herbivorous	HH ER B IH V ER AH S
19578	herculean	HH ER K Y UW L IY AH N
19579	hercules	HH ER K Y AH L IY Z
19580	herd	HH ER D
19581	herder	HH EH R D ER
19582	herdsmen	HH ER D Z M IH N
19583	hereabout	HH IH R AH B AW T
19584	hereafter	HH IH R AE F T ER
19585	hereditary	HH ER EH D AH T EH R IY
19586	heredity	HH ER EH D AH T IY
19587	hereford	HH EH R AH F ER D
19588	heresy	HH EH R AH S IY
19589	heretic	HH EH R AH T IH K
19590	heretical	HH ER EH T IH K AH L
19591	heretofore	HH IH R T AH F AO R
19592	herewith	HH IH R W IH TH
19593	heritable	HH EH R AH T AH B AH L
19594	herl	HH ER L
19595	herm	HH ER M
19596	herman	HH ER M AH N
19597	hermann	HH ER M AH N
19598	hermes	HH ER M IY Z
19599	hermine	HH ER M IH N
19600	herminia	HH EH R M IY N IY AH
19601	hermit	HH ER M AH T
19602	hermitage	HH ER M AH T AH JH
19603	hermon	HH ER M AH N
19604	hermosillo	HH ER M AH S IH L OW
19605	hern	HH ER N
19606	hernandez	HH ER N AE N D EH Z
19607	herne	HH ER N
19608	hernia	HH ER N IY AH
19609	herniate	HH ER N IY EY T
19610	herod	HH EH R AH D
19611	heroic	HH IH R OW IH K
19612	heroics	HH IH R OW IH K S
19613	heroin	HH EH R OW AH N
19614	heroine	HH EH R OW AH N
19615	heroism	HH EH R OW IH Z AH M
19616	heron	HH EH R AH N
19617	herpes	HH ER P IY Z
19618	herr	HH EH R
19619	herrera	HH ER EH R AH
19620	herrick	HH EH R IH K
19621	herring	HH EH R IH NG
19622	herschel	HH ER SH AH L
19623	hersey	HH ER S IY
19624	hershey	HH ER SH IY
19625	hertha	HH ER TH AH
19626	hertz	HH EH R T S
19627	hertzog	HH ER T Z AH G
19628	hesiod	HH IY S IY AH D
19629	hesitancy	HH EH Z IH T AH N S IY
19630	hesitant	HH EH Z IH T AH N T
19631	hesitate	HH EH Z AH T EY T
19632	hesitating	HH EH Z AH T EY T IH NG
19633	hesitation	HH EH Z AH T EY SH AH N
19634	hesper	HH EH S P ER
19635	hess	HH EH S
19636	hesse	HH EH S
19637	hessian	HH EH SH AH N
19638	hessite	HH EH S AY T
19639	hester	HH EH S T ER
19640	hestia	HH EH S T IY AH
19641	heston	HH EH S T AH N
19642	heterodox	HH EH T ER AH D AA K S
19643	heterodyne	HH EH T ER AH D AY N
19644	heterosis	HH EH T ER OW S AH S
19645	hetman	HH EH T M AH N
19646	hettie	HH EH T IY
19647	heuristic	HH Y UH R IH S T IH K
19648	hew	HH Y UW
19649	hewer	HH Y UW ER
19650	hewitt	HH Y UW IH T
19651	hex	HH EH K S
19652	hexagon	HH EH K S AH G AA N
19653	hexane	HH EH K S EY N
19654	heyday	HH EY D EY
19655	heywood	HH EY W UH D
19656	hezbollah	HH EH Z B AA L AH
19657	hialeah	HH AY AH L IY AH
19658	hiatus	HH AY EY T AH S
19659	hiawatha	HH AY AH W AA TH AH
19660	hibachi	HH AH B AA CH IY
19661	hibernate	HH AY B ER N EY T
19662	hibernation	HH AY B ER N EY SH AH N
19663	hibernia	HH AY B ER N IY AH
19664	hiccough	HH IH K AH P
19665	hiccoughs	HH IH K AH P S
19666	hiccup	HH IH K AH P
19667	hick	HH IH K
19668	hickey	HH IH K IY
19669	hickman	HH IH K M AH N
19670	hickok	HH IH K AH K
19671	hickory	HH IH K ER IY
19672	hicks	HH IH K S
19673	hid	HH IH D
19674	hidalgo	HH AH D AE L G OW
19675	hideaway	HH AY D AH W EY
19676	hidebound	HH AY D B AW N D
19677	hideous	HH IH D IY AH S
19678	hideout	HH AY D AW T
19679	hider	HH AY D ER
19680	hiding	HH AY D IH NG
19681	hieroglyph	HH AY R OW G L IH F
19682	hieroglyphs	HH AY R OW G L IH F S
19683	higgins	HH IH G IH N Z
19684	highboy	HH AY B OY
19685	highbrow	HH AY B R AW
19686	highfalutin	HH AY F AH L UW T IH N
19687	highflier	HH AY F L AY ER
19688	highlander	HH AY L AE N D ER
19689	highness	HH AY N AH S
19690	hight	HH AY T
19691	hijack	HH AY JH AE K
19692	hijacker	HH AY JH AE K ER
19693	hijacking	HH AY JH AE K IH NG
19694	hike	HH AY K
19695	hiker	HH AY K ER
19696	hilario	HH IY L AA R IY OW
19697	hilarious	HH IH L EH R IY AH S
19698	hilarity	HH IH L EH R AH T IY
19699	hilary	HH IH L ER IY
19700	hilbert	HH IH L B ER T
19701	hilda	HH IH L D AH
19702	hildegard	HH IH L D AH G AA R D
19703	hildegarde	HH IH L D IH G AA R D
19704	hilfiger	HH IH L F AY G ER
19705	hillary	HH IH L ER IY
19706	hillbilly	HH IH L B IH L IY
19707	hillel	HH IH L EH L
19708	hilliard	HH IH L Y AA R D
19709	hillock	HH IH L AH K
19710	hillside	HH IH L S AY D
19711	hilltop	HH IH L T AA P
19712	hilly	HH IH L IY
19713	hilt	HH IH L T
19714	himalaya	HH IH M AH L AY AH
19715	himalayan	HH IH M AH L EY AH N
19716	himalayas	HH IH M AH L AY AH S
19717	himmler	HH IH M L ER
19718	hind	HH AY N D
19719	hinder	HH IH N D ER
19720	hindered	HH IH N D ER D
19721	hindi	HH IH N D IY
19722	hindrance	HH IH N D R AH N S
19723	hindsight	HH AY N D S AY T
19724	hinduism	HH IH N JH UW IH Z AH M
19725	hindustan	HH IH N D UW S T AE N
19726	hines	HH AY N Z
19727	hinge	HH IH N JH
19728	hinny	HH IH N IY
19729	hinterland	HH IH N T ER L AE N D
19730	hinton	HH IH N T AH N
19731	hipbone	HH IH P B OW N
19732	hipper	HH IH P ER
19733	hippest	HH IH P AH S T
19734	hippie	HH IH P IY
19735	hippo	HH IH P OW
19736	hippocrates	HH IH P AH K R EY T S
19737	hippodrome	HH IH P AH D R OW M
19738	hippolytus	HH AH P AA L AH T AH S
19739	hipster	HH IH P S T ER
19740	hiram	HH AY R AH M
19741	hirohito	HH IH R OW HH IY T OW
19742	hiroshima	HH IH R OW SH IY M AH
19743	hirsute	HH ER S UW T
19744	hispaniola	HH IH S P AA NG OW L AH
19745	hiss	HH IH S
19746	histamine	HH IH S T AH M IY N
19747	histidine	HH IH S T AH D IY N
19748	histogram	HH IH S T AH G R AE M
19749	histology	HH IH S T AA L AH JH IY
19750	historian	HH IH S T AO R IY AH N
19751	hitch	HH IH CH
19752	hitchcock	HH IH CH K AA K
19753	hitchhike	HH IH CH HH AY K
19754	hitchhiker	HH IH CH HH AY K ER
19755	hither	HH IH DH ER
19756	hitherto	HH IH DH ER T UW
19757	hitler	HH IH T L ER
19758	hitter	HH IH T ER
19759	hittite	HH IH T AY T
19760	hive	HH AY V
19761	hm	HH M
19762	hmm	HH M
19763	hmong	M AO NG
19764	hoagie	HH OW G IY
19765	hoar	HH AO R
19766	hoard	HH AO R D
19767	hoarding	HH AO R D IH NG
19768	hoarse	HH AO R S
19769	hoarseness	HH AO R S N AH S
19770	hoary	HH AO R IY
19771	hoax	HH OW K S
19772	hob	HH AA B
19773	hobart	HH OW B AA R T
19774	hobbes	HH AA B IY Z
19775	hobbit	HH AA B IH T
19776	hobble	HH AA B AH L
19777	hobbs	HH AA B Z
19778	hobbyist	HH AA B IY IH S T
19779	hobnail	HH AA B N EY L
19780	hobnob	HH AA B N AA B
19781	hobnobbing	HH AA B N AA B IH NG
19782	hobo	HH OW B OW
19783	hoboken	HH OW B OW K AH N
19784	hoc	HH AA K
19785	hock	HH AA K
19786	hockney	HH AA K N IY
19787	hocus	HH OW K AH S
19788	hodge	HH AA JH
19789	hodgepodge	HH AA JH P AA JH
19790	hodges	HH AA JH IH Z
19791	hodgkin	HH AA JH K IH N
19792	hoe	HH OW
19793	hoedown	HH OW D AW N
19794	hoeing	HH OW IH NG
19795	hoff	HH AO F
19796	hoffa	HH AO F AH
19797	hoffman	HH AO F M AH N
19798	hog	HH AA G
19799	hogan	HH OW G AA N
19800	hogarth	HH OW G AA R TH
19801	hogg	HH AA G
19802	hogging	HH AO G IH NG
19803	hogue	HH OW G
19804	hogwarts	HH AA G W AO R T S
19805	hogwash	HH AA G W AA SH
19806	hoist	HH OY S T
19807	hoke	HH OW K
19808	hokey	HH OW K IY
19809	hokkaido	HH OW K AY D OW
19810	hokum	HH OW K AH M
19811	holbein	HH OW L B AY N
19812	holcomb	HH OW L K AH M
19813	holden	HH OW L D AH N
19814	holdfast	HH OW L F AE S T
19815	holdout	HH OW L D AW T
19816	holdover	HH OW L D OW V ER
19817	holdup	HH OW L D AH P
19818	holguin	HH OW L G IH N
19819	holiness	HH OW L IY N AH S
19820	holistic	HH OW L IH S T IH K
19821	hollander	HH AA L AH N D ER
19822	holler	HH AA L ER
19823	holley	HH AA L IY
19824	hollie	HH AA L IY
19825	hollis	HH AA L IH S
19826	holloway	HH AA L OW W EY
19827	hollyhock	HH AA L IY HH AA K
19828	holm	HH OW M
19829	holman	HH AA L M AH N
19830	holmium	HH OW L M IY AH M
19831	hologram	HH AA L AH G R AE M
19832	holst	HH OW L S T
19833	holstein	HH OW L S T IY N
19834	holster	HH OW L S T ER
19835	holt	HH OW L T
19836	homage	AA M AH JH
19837	hombre	HH AA M B R AH
19838	homburg	HH AA M B ER G
19839	homecoming	HH OW M K AH M IH NG
19840	homegrown	HH OW M G R OW N
19841	homelessness	HH OW M L AH S N AH S
19842	homelike	HH OW M L AY K
19843	homely	HH OW M L IY
19844	homemade	HH OW M M EY D
19845	homemaker	HH OW M M EY K ER
19846	homemaking	HH OW M M EY K IH NG
19847	homeopathy	HH OW M IY OW P AE TH IY
19848	homeowner	HH OW M OW N ER
19849	homer	HH OW M ER
19850	homeric	HH OW M EH R IH K
19851	homesick	HH OW M S IH K
19852	homesickness	HH OW M S IH K N AH S
19853	homespun	HH OW M S P AH N
19854	homestead	HH OW M S T EH D
19855	homesteader	HH OW M S T EH D ER
19856	homestretch	HH OW M S T R EH CH
19857	homeward	HH OW M W ER D
19858	homey	HH OW M IY
19859	homicidal	HH AA M AH S AY D AH L
19860	homicide	HH AA M AH S AY D
19861	homiletic	HH AA M AH L EH T IH K
19862	homily	HH AA M AH L IY
19863	hominid	HH AA M AH N IH D
19864	hominy	HH AA M IH N IY
19865	homo	HH OW M OW
19866	homogenize	HH OW M AA JH AH N AY Z
19867	homogeny	HH OW M AA JH AH N IY
19868	homologous	HH AA M AA L AH G AH S
19869	homonym	HH AO M AH N IH M
19870	homophobia	HH OW M AH F OW B IY AH
19871	homophobic	HH OW M AH F OW B IH K
19872	homophone	HH OW M OW F OW N
19873	homosporous	HH OW M OW S P ER AH S
19874	homozygote	HH OW M OW Z AY G OW T
19875	homozygous	HH OW M OW Z AY G AH S
19876	homs	HH AA M Z
19877	honan	HH OW N AH N
19878	honcho	HH AO N CH OW
19879	hondo	HH AA N D OW
19880	honduran	HH AA N D UH R AH N
19881	hone	HH OW N
19882	honecker	HH OW N EH K ER
19883	honer	HH OW N ER
19884	honesty	AA N AH S T IY
19885	honeybee	HH AH N IY B IY
19886	honeycomb	HH AH N IY K OW M
19887	honeydew	HH AH N IY D UW
19888	honeymoon	HH AH N IY M UW N
19889	honeymooner	HH AH N IY M UW N ER
19890	honeysuckle	HH AH N IY S AH K AH L
19891	honeywell	HH AH N IY W EH L
19892	honk	HH AA NG K
19893	honky	HH AO NG K IY
19894	honorably	AA N ER AH B L IY
19895	honorarium	AA N ER EH R IY AH M
19896	honorary	AA N ER EH R IY
19897	honored	AA N ER D
19898	honoree	AA N ER IY
19899	honorific	AA N ER IH F IH K
19900	honshu	HH AA N SH UW
19901	hoo	HH UW
19902	hooch	HH UW CH
19903	hoodlum	HH UH D L AH M
19904	hoodwink	HH UH D W IH NG K
19905	hooey	HH UW IY
19906	hoof	HH UW F
19907	hooke	HH UH K
19908	hooker	HH UH K ER
19909	hookup	HH UH K AH P
19910	hookworm	HH UH K W ER M
19911	hooky	HH UH K IY
19912	hooligan	HH UW L IH G AH N
19913	hoop	HH UW P
19914	hooper	HH UW P ER
19915	hoopla	HH UW P L AA
19916	hoopoe	HH UW P UW
19917	hooray	HH UH R EY
19918	hoosier	HH UW ZH ER
19919	hoot	HH UW T
19920	hooter	HH UW T ER
19921	hooters	HH UW T ER Z
19922	hoover	HH UW V ER
19923	hooves	HH UH V Z
19924	hopeful	HH OW P F AH L
19925	hopefulness	HH OW P F AH L N IH S
19926	hopeless	HH OW P L AH S
19927	hopelessness	HH OW P L AH S N AH S
19928	hopewell	HH OW P W EH L
19929	hopi	HH OW P IY
19930	hopped	HH AA P T
19931	hopper	HH AA P ER
19932	hopping	HH AA P IH NG
19933	hopple	HH AA P AH L
19934	hopscotch	HH AA P S K AA CH
19935	hora	HH AO R AH
19936	horace	HH AO R AH S
19937	horacio	HH AO R EY S IY OW
19938	horatian	HH ER EY SH AH N
19939	horatio	HH ER EY SH OW
19940	horde	HH AO R D
19941	horehound	HH AA R HH AW N D
19942	hormel	HH AO R M EH L
19943	hormonal	HH AO R M OW N AH L
19944	hormuz	HH AO R M UW Z
19945	hornbill	HH AO R N B IH L
19946	hornblende	HH AO R N B L EH N D
19947	hornblower	HH AO R N B L OW ER
19948	hornbook	HH AO R N B UH K
19949	horne	HH AO R N
19950	hornet	HH AO R N IH T
19951	horney	HH AO R N IY
19952	hornless	HH AO R N L AH S
19953	hornlike	HH AO R N L AY K
19954	hornpipe	HH AO R N P AY P
19955	horoscope	HH AO R AH S K OW P
19956	horowitz	HH AO R OW IH T S
19957	horrendous	HH AO R EH N D AH S
19958	horribly	HH AO R AH B L IY
19959	horrid	HH AO R AH D
19960	horrific	HH AO R IH F IH K
19961	horrify	HH AO R AH F AY
19962	horrifying	HH AO R AH F AY IH NG
19963	horseback	HH AO R S B AE K
19964	horseflesh	HH AO R S F L EH SH
19965	horseman	HH AO R S M AH N
19966	horsemen	HH AO R S M AH N
19967	horseplay	HH AO R S P L EY
19968	horsepower	HH AO R S P AW ER
19969	horseradish	HH AO R S R AE D IH SH
19970	horseshit	HH AO R S SH IH T
19971	horseshoe	HH AO R S SH UW
19972	horsetail	HH AO R S T EY L
19973	horsey	HH AO R S IY
19974	horst	HH AO R S T
19975	horta	HH AO R T AH
19976	horton	HH AO R T AH N
19977	horus	HH AO R AH S
19978	hosea	HH OW S IY AH
19979	hosiery	HH OW ZH ER IY
19980	hospice	HH AA S P AH S
19981	hostage	HH AA S T IH JH
19982	hostess	HH OW S T AH S
19983	hostile	HH AA S T AH L
19984	hostility	HH AA S T IH L AH T IY
19985	hostler	HH AA S L ER
19986	hotbed	HH AA T B EH D
19987	hotcake	HH AA T K EY K
19988	hotelier	HH OW T EH L Y ER
19989	hothouse	HH AA T HH AW S
19990	hotpot	HH AA T P AO T
19991	hots	HH AA T S
19992	hotshot	HH AA SH AA T
19993	hotter	HH AA T ER
19994	houdini	HH UW D IY N IY
19995	hough	HH AH F
19996	hound	HH AW N D
19997	hourglass	AW ER G L AE S
19998	houseboat	HH AW S B OW T
19999	housebroken	HH AW S B R OW K AH N
20000	housecleaning	HH AW S K L IY N IH NG
20001	houseful	HH AW S F AH L
20002	householder	HH AW S HH OW L D ER
20003	housekeeper	HH AW S K IY P ER
20004	housekeeping	HH AW S K IY P IH NG
20005	housel	HH AW S AH L
20006	houseman	HH AW S M AH N
20007	housewarming	HH AW S W AA M IH NG
20008	housewife	HH AW S W AY F
20009	housework	HH AW S W ER K
20010	housman	HH AW S M AH N
20011	houstonian	HH UW S T OW N IY AH N
20012	hove	HH OW V
20013	hovel	HH AH V AH L
20014	hover	HH AH V ER
20015	hovercraft	HH AH V ER K R AE F T
20016	hovhaness	HH AO V HH AE N IH S
20017	howdy	HH AW D IY
20018	howe	HH AW
20019	howell	HH AW AH L
20020	howells	HH AW AH L Z
20021	howitzer	HH AW AH T S ER
20022	howl	HH AW L
20023	howler	HH AW L ER
20024	hoy	HH OY
20025	hoyle	HH OY L
20026	hsbc	EY CH EH S B IY S IY
20027	huang	HH W AE NG
20028	hubbard	HH AH B ER D
20029	hubble	HH AH B AH L
20030	hubbub	HH AH B AH B
20031	hubby	HH AH B IY
20032	hubcap	HH AH B K AE P
20033	huber	HH Y UW B ER
20034	hubert	HH Y UW B ER T
20035	hubris	HH Y UW B R AH S
20036	huck	HH AH K
20037	huckleberry	HH AH K AH L B EH R IY
20038	huckster	HH AH K S T ER
20039	hud	HH AH D
20040	huddle	HH AH D AH L
20041	hue	HH Y UW
20042	huerta	HH W EH R T AH
20043	huey	HH Y UW IY
20044	huff	HH AH F
20045	huffman	HH AH F M AH N
20046	huffy	HH AH F IY
20047	hug	HH AH G
20048	hugged	HH AH G D
20049	hugger	HH AH G ER
20050	hugging	HH AH G IH NG
20051	huggins	HH AH G IH N Z
20052	hughie	HH Y UW IY
20053	huguenot	HH Y UW G AH N AA T
20054	huh	HH AH
20055	hui	HH UW IH
20056	hula	HH UW L AH
20057	hulk	HH AH L K
20058	hullabaloo	HH AH L AH B AH L UW
20059	hum	HH AH M
20060	humane	HH Y UW M EY N
20061	humanist	HH Y UW M AH N IH S T
20062	humanize	HH Y UW M AH N AY Z
20063	humanness	HH Y UW M AH N N AH S
20064	humanoid	HH Y UW M AH N OY D
20065	humber	HH AH M B ER
20066	humberto	HH AH M B ER T OW
20067	humble	HH AH M B AH L
20068	humbler	HH AH M B AH L ER
20069	humbly	HH AH M B L IY
20070	humboldt	HH AH M B OW L T
20071	humbug	HH AH M B AH G
20072	humdinger	HH AH M D IH NG ER
20073	humdrum	HH AH M D R AH M
20074	hume	HH Y UW M
20075	humerus	HH Y UW M ER AH S
20076	humid	HH Y UW M AH D
20077	humidor	HH Y UW M IH D AO R
20078	humiliate	HH Y UW M IH L IY EY T
20079	humility	HH Y UW M IH L IH T IY
20080	hummel	HH AH M AH L
20081	hummer	HH AH M ER
20082	humming	HH AH M IH NG
20083	hummingbird	HH AH M IH NG B ER D
20084	hummus	HH UH M AH S
20085	humongous	HH Y UW M AO NG G AH S
20086	humoral	HH Y UW M ER AH L
20087	humorist	HH Y UW M ER AH S T
20088	humorless	HH Y UW M ER L AH S
20089	humorous	HH Y UW M ER AH S
20090	hump	HH AH M P
20091	humpback	HH AH M P B AE K
20092	humph	HH AH M F
20093	humphrey	HH AH M F R IY
20094	humphry	HH AH M F R IY
20095	humus	HH Y UW M AH S
20096	humvee	HH AH M V IY
20097	hun	HH AH N
20098	hunan	HH UW N AA N
20099	hunch	HH AH N CH
20100	hunchback	HH AH N CH B AE K
20101	hundredth	HH AH N D R AH D TH
20102	hundredths	HH AH N D R AH D TH S
20103	hungrily	HH AH NG G R AH L IY
20104	hunk	HH AH NG K
20105	hunker	HH AH NG K ER
20106	hunky	HH AH NG K IY
20107	huntingdon	HH AH N T IH NG D IH N
20108	huntley	HH AH N T L IY
20109	huntress	HH AH N T R IH S
20110	huntsman	HH AH N T S M AH N
20111	huntsville	HH AH N T S V IH L
20112	hurd	HH ER D
20113	hurdle	HH ER D AH L
20114	hurdler	HH ER D AH L ER
20115	hurdling	HH ER D AH L IH NG
20116	hurl	HH ER L
20117	hurley	HH ER L IY
20118	hurling	HH ER L IH NG
20119	huron	HH Y UW R AA N
20120	hurrah	HH UH R AA
20121	hurried	HH ER IY D
20122	hurry	HH ER IY
20123	hurst	HH ER S T
20124	hurston	HH ER S T AH N
20125	hurtful	HH ER T F AH L
20126	hurtle	HH ER T AH L
20127	husbandry	HH AH Z B AH N D R IY
20128	hush	HH AH SH
20129	husk	HH AH S K
20130	husky	HH AH S K IY
20131	huss	HH AH S
20132	hussar	HH AH S ER
20133	hussein	HH UW S EY N
20134	hussite	HH AH S AY T
20135	hussy	HH AH S IY
20136	hustings	HH AH S T IH NG Z
20137	hustle	HH AH S AH L
20138	hustler	HH AH S AH L ER
20139	huston	HH AH S T AH N
20140	hut	HH AH T
20141	hutch	HH AH CH
20142	hutchinson	HH AH CH IH N S AH N
20143	hutton	HH AH T AH N
20144	hutu	HH UW T UW
20145	huxley	HH AH K S L IY
20146	huzzah	HH UH Z AA
20147	hwan	HH W AA N
20148	hyacinth	HH AY AH S IH N TH
20149	hyacinths	HH AY AH S IH N TH S
20150	hyades	HH AY AH D IY Z
20151	hybridize	HH AY B R AH D AY Z
20152	hyde	HH AY D
20153	hyderabad	HH AY D EH R AH B AE D
20154	hydra	HH AY D R AH
20155	hydrant	HH AY D R AH N T
20156	hydrate	HH AY D R EY T
20157	hydration	HH AY D R EY SH AH N
20158	hydraulics	HH AY D R AO L IH K S
20159	hydrazine	HH AY D R AH Z IY N
20160	hydride	HH AY D R AY D
20161	hydro	HH AY D R OW
20162	hydrofoil	HH AY D R AH F OY L
20163	hydrolyze	HH AY D R AH L AY Z
20164	hydrometer	HH AY D R AA M AH T ER
20165	hydropic	HH AY D R AO P IH K
20166	hydropower	HH AY D R OW P AW R
20167	hydrosol	HH AY D R AH S AA L
20168	hydrous	HH AY D R AH S
20169	hydroxide	HH AY D R AA K S AY D
20170	hydroxy	HH AY D R AO K S IY
20171	hyena	HH AY IY N AH
20172	hygeia	HH AY JH EY AH
20173	hygienist	HH AY G IY N IH S T
20174	hygrometer	HH AY G R AA M AH T ER
20175	hymen	HH AY M AH N
20176	hymeneal	HH IH M AH N IY AH L
20177	hymn	HH IH M
20178	hymnal	HH IH M N AH L
20179	hymnology	HH IH M N AA L AH JH IY
20180	hype	HH AY P
20181	hyperactive	HH AY P ER AE K T IH V
20182	hyperbaric	HH AY P ER B AA R IH K
20183	hyperbola	HH AY P ER B AH L AH
20184	hyperbole	HH AY P ER B AH L IY
20185	hyperbolic	HH AY P ER B AA L IH K
20186	hyperion	HH AY P IH R IY AH N
20187	hyperlink	HH AY P ER L IH NG K
20188	hyperopia	HH AY P ER OW P IY AA
20189	hyperplasia	HH AY P ER P L EY ZH AA
20190	hypersonic	HH AY P ER S AA N IH K
20191	hyperspace	HH AY P ER S P EY S
20192	hypertext	HH AY P ER T EH K S T
20193	hypertonic	HH AY P ER T AA N IH K
20194	hypertrophy	HH AY P ER T R OW F IY
20195	hyphae	HH AY F IY
20196	hyphen	HH AY F AH N
20197	hyphenate	HH AY F AH N EY T
20198	hyphenated	HH AY F AH N EY T IH D
20199	hyphenation	HH AY F AH N EY SH AH N
20200	hypnosis	HH IH P N OW S AH S
20201	hypnotic	HH IH P N AA T IH K
20202	hypnotist	HH IH P N AH T IH S T
20203	hypnotize	HH IH P N AH T AY Z
20204	hypo	HH AY P OW
20205	hypocrisy	HH IH P AA K R AH S IY
20206	hypocrite	HH IH P AH K R IH T
20207	hypodermic	HH AY P AH D ER M IH K
20208	hypothermia	HH AY P AH TH ER M IY AH
20209	hypotheses	HH AY P AA TH AH S IY Z
20210	hypothesize	HH AY P AA TH AH S AY Z
20211	hypoxia	HH AY P AA K S IY AH
20212	hyson	HH AY S AH N
20213	hyssop	HH IH S AH P
20214	hysteria	HH IH S T EH R IY AH
20215	hysteric	HH IH S T EH R IH K
20216	hysterics	HH IH S T EH R IH K S
20217	iacocca	AY AH K OW K AH
20218	iago	IY AA G OW
20219	ib	IH B
20220	iberia	AY B IH R IY AH
20221	iberian	AY B IH R IY AH N
20222	ibex	AY B EH K S
20223	ibid	IH B IH D
20224	ibis	AY B AH S
20225	ibiza	IY B IY Z AH
20226	ibsen	IH B S AH N
20227	icahn	AY K AA N
