,Phonemes,No_Stress,Sonority,Type,Length
8450,"['V', 'G', 'IY0']","['V', 'G', 'IY']",-1,CCV,3
8451,"['IY0', 'V', 'G']","['IY', 'V', 'G']",1,VCC,3
8452,"['V', 'G', 'EY0']","['V', 'G', 'EY']",-1,CCV,3
8453,"['EY0', 'V', 'G']","['EY', 'V', 'G']",1,VCC,3
8454,"['V', 'G', 'OW0']","['V', 'G', 'OW']",-1,CCV,3
8455,"['OW0', 'V', 'G']","['OW', 'V', 'G']",1,VCC,3
8456,"['V', 'G', 'AE0']","['V', 'G', 'AE']",-1,CCV,3
8457,"['AE0', 'V', 'G']","['AE', 'V', 'G']",1,VCC,3
8458,"['V', 'G', 'AW0']","['V', 'G', 'AW']",-1,CCV,3
8459,"['AW0', 'V', 'G']","['AW', 'V', 'G']",1,VCC,3
8460,"['V', 'F', 'AH0']","['V', 'F', 'AH']",0,CCV,3
8461,"['AH0', 'V', 'F']","['AH', 'V', 'F']",0,VCC,3
8462,"['V', 'F', 'OY0']","['V', 'F', 'OY']",0,CCV,3
8463,"['OY0', 'V', 'F']","['OY', 'V', 'F']",0,VCC,3
8464,"['V', 'F', 'AA0']","['V', 'F', 'AA']",0,CCV,3
8465,"['AA0', 'V', 'F']","['AA', 'V', 'F']",0,VCC,3
8466,"['V', 'F', 'AY0']","['V', 'F', 'AY']",0,CCV,3
8467,"['AY0', 'V', 'F']","['AY', 'V', 'F']",0,VCC,3
8468,"['V', 'F', 'ER0']","['V', 'F', 'ER']",0,CCV,3
8469,"['ER0', 'V', 'F']","['ER', 'V', 'F']",0,VCC,3
8470,"['V', 'F', 'AO0']","['V', 'F', 'AO']",0,CCV,3
8471,"['AO0', 'V', 'F']","['AO', 'V', 'F']",0,VCC,3
8472,"['V', 'F', 'UW0']","['V', 'F', 'UW']",0,CCV,3
8473,"['UW0', 'V', 'F']","['UW', 'V', 'F']",0,VCC,3
8474,"['V', 'F', 'IH0']","['V', 'F', 'IH']",0,CCV,3
8475,"['IH0', 'V', 'F']","['IH', 'V', 'F']",0,VCC,3
8476,"['V', 'F', 'EH0']","['V', 'F', 'EH']",0,CCV,3
8477,"['EH0', 'V', 'F']","['EH', 'V', 'F']",0,VCC,3
8478,"['V', 'F', 'UH0']","['V', 'F', 'UH']",0,CCV,3
8479,"['UH0', 'V', 'F']","['UH', 'V', 'F']",0,VCC,3
8480,"['V', 'F', 'IY0']","['V', 'F', 'IY']",0,CCV,3
8481,"['IY0', 'V', 'F']","['IY', 'V', 'F']",0,VCC,3
8482,"['V', 'F', 'EY0']","['V', 'F', 'EY']",0,CCV,3
8483,"['EY0', 'V', 'F']","['EY', 'V', 'F']",0,VCC,3
8484,"['V', 'F', 'OW0']","['V', 'F', 'OW']",0,CCV,3
8485,"['OW0', 'V', 'F']","['OW', 'V', 'F']",0,VCC,3
8486,"['V', 'F', 'AE0']","['V', 'F', 'AE']",0,CCV,3
8487,"['AE0', 'V', 'F']","['AE', 'V', 'F']",0,VCC,3
8488,"['V', 'F', 'AW0']","['V', 'F', 'AW']",0,CCV,3
8489,"['AW0', 'V', 'F']","['AW', 'V', 'F']",0,VCC,3
8490,"['V', 'TH', 'AH0']","['V', 'TH', 'AH']",0,CCV,3
8491,"['AH0', 'V', 'TH']","['AH', 'V', 'TH']",0,VCC,3
8492,"['V', 'TH', 'OY0']","['V', 'TH', 'OY']",0,CCV,3
8493,"['OY0', 'V', 'TH']","['OY', 'V', 'TH']",0,VCC,3
8494,"['V', 'TH', 'AA0']","['V', 'TH', 'AA']",0,CCV,3
8495,"['AA0', 'V', 'TH']","['AA', 'V', 'TH']",0,VCC,3
8496,"['V', 'TH', 'AY0']","['V', 'TH', 'AY']",0,CCV,3
8497,"['AY0', 'V', 'TH']","['AY', 'V', 'TH']",0,VCC,3
8498,"['V', 'TH', 'ER0']","['V', 'TH', 'ER']",0,CCV,3
8499,"['ER0', 'V', 'TH']","['ER', 'V', 'TH']",0,VCC,3
8500,"['V', 'TH', 'AO0']","['V', 'TH', 'AO']",0,CCV,3
8501,"['AO0', 'V', 'TH']","['AO', 'V', 'TH']",0,VCC,3
8502,"['V', 'TH', 'UW0']","['V', 'TH', 'UW']",0,CCV,3
8503,"['UW0', 'V', 'TH']","['UW', 'V', 'TH']",0,VCC,3
8504,"['V', 'TH', 'IH0']","['V', 'TH', 'IH']",0,CCV,3
8505,"['IH0', 'V', 'TH']","['IH', 'V', 'TH']",0,VCC,3
8506,"['V', 'TH', 'EH0']","['V', 'TH', 'EH']",0,CCV,3
8507,"['EH0', 'V', 'TH']","['EH', 'V', 'TH']",0,VCC,3
8508,"['V', 'TH', 'UH0']","['V', 'TH', 'UH']",0,CCV,3
8509,"['UH0', 'V', 'TH']","['UH', 'V', 'TH']",0,VCC,3
8510,"['V', 'TH', 'IY0']","['V', 'TH', 'IY']",0,CCV,3
8511,"['IY0', 'V', 'TH']","['IY', 'V', 'TH']",0,VCC,3
8512,"['V', 'TH', 'EY0']","['V', 'TH', 'EY']",0,CCV,3
8513,"['EY0', 'V', 'TH']","['EY', 'V', 'TH']",0,VCC,3
8514,"['V', 'TH', 'OW0']","['V', 'TH', 'OW']",0,CCV,3
8515,"['OW0', 'V', 'TH']","['OW', 'V', 'TH']",0,VCC,3
8516,"['V', 'TH', 'AE0']","['V', 'TH', 'AE']",0,CCV,3
8517,"['AE0', 'V', 'TH']","['AE', 'V', 'TH']",0,VCC,3
8518,"['V', 'TH', 'AW0']","['V', 'TH', 'AW']",0,CCV,3
8519,"['AW0', 'V', 'TH']","['AW', 'V', 'TH']",0,VCC,3
8520,"['V', 'S', 'AH0']","['V', 'S', 'AH']",0,CCV,3
8521,"['AH0', 'V', 'S']","['AH', 'V', 'S']",0,VCC,3
8522,"['V', 'S', 'OY0']","['V', 'S', 'OY']",0,CCV,3
8523,"['OY0', 'V', 'S']","['OY', 'V', 'S']",0,VCC,3
8524,"['V', 'S', 'AA0']","['V', 'S', 'AA']",0,CCV,3
8525,"['AA0', 'V', 'S']","['AA', 'V', 'S']",0,VCC,3
8526,"['V', 'S', 'AY0']","['V', 'S', 'AY']",0,CCV,3
8527,"['AY0', 'V', 'S']","['AY', 'V', 'S']",0,VCC,3
8528,"['V', 'S', 'ER0']","['V', 'S', 'ER']",0,CCV,3
8529,"['ER0', 'V', 'S']","['ER', 'V', 'S']",0,VCC,3
8530,"['V', 'S', 'AO0']","['V', 'S', 'AO']",0,CCV,3
8531,"['AO0', 'V', 'S']","['AO', 'V', 'S']",0,VCC,3
8532,"['V', 'S', 'UW0']","['V', 'S', 'UW']",0,CCV,3
8533,"['UW0', 'V', 'S']","['UW', 'V', 'S']",0,VCC,3
8534,"['V', 'S', 'IH0']","['V', 'S', 'IH']",0,CCV,3
8535,"['IH0', 'V', 'S']","['IH', 'V', 'S']",0,VCC,3
8536,"['V', 'S', 'EH0']","['V', 'S', 'EH']",0,CCV,3
8537,"['EH0', 'V', 'S']","['EH', 'V', 'S']",0,VCC,3
8538,"['V', 'S', 'UH0']","['V', 'S', 'UH']",0,CCV,3
8539,"['UH0', 'V', 'S']","['UH', 'V', 'S']",0,VCC,3
8540,"['V', 'S', 'IY0']","['V', 'S', 'IY']",0,CCV,3
8541,"['IY0', 'V', 'S']","['IY', 'V', 'S']",0,VCC,3
8542,"['V', 'S', 'EY0']","['V', 'S', 'EY']",0,CCV,3
8543,"['EY0', 'V', 'S']","['EY', 'V', 'S']",0,VCC,3
8544,"['V', 'S', 'OW0']","['V', 'S', 'OW']",0,CCV,3
8545,"['OW0', 'V', 'S']","['OW', 'V', 'S']",0,VCC,3
8546,"['V', 'S', 'AE0']","['V', 'S', 'AE']",0,CCV,3
8547,"['AE0', 'V', 'S']","['AE', 'V', 'S']",0,VCC,3
8548,"['V', 'S', 'AW0']","['V', 'S', 'AW']",0,CCV,3
8549,"['AW0', 'V', 'S']","['AW', 'V', 'S']",0,VCC,3
8550,"['V', 'SH', 'AH0']","['V', 'SH', 'AH']",0,CCV,3
8551,"['AH0', 'V', 'SH']","['AH', 'V', 'SH']",0,VCC,3
8552,"['V', 'SH', 'OY0']","['V', 'SH', 'OY']",0,CCV,3
8553,"['OY0', 'V', 'SH']","['OY', 'V', 'SH']",0,VCC,3
8554,"['V', 'SH', 'AA0']","['V', 'SH', 'AA']",0,CCV,3
8555,"['AA0', 'V', 'SH']","['AA', 'V', 'SH']",0,VCC,3
8556,"['V', 'SH', 'AY0']","['V', 'SH', 'AY']",0,CCV,3
8557,"['AY0', 'V', 'SH']","['AY', 'V', 'SH']",0,VCC,3
8558,"['V', 'SH', 'ER0']","['V', 'SH', 'ER']",0,CCV,3
8559,"['ER0', 'V', 'SH']","['ER', 'V', 'SH']",0,VCC,3
8560,"['V', 'SH', 'AO0']","['V', 'SH', 'AO']",0,CCV,3
8561,"['AO0', 'V', 'SH']","['AO', 'V', 'SH']",0,VCC,3
8562,"['V', 'SH', 'UW0']","['V', 'SH', 'UW']",0,CCV,3
8563,"['UW0', 'V', 'SH']","['UW', 'V', 'SH']",0,VCC,3
8564,"['V', 'SH', 'IH0']","['V', 'SH', 'IH']",0,CCV,3
8565,"['IH0', 'V', 'SH']","['IH', 'V', 'SH']",0,VCC,3
8566,"['V', 'SH', 'EH0']","['V', 'SH', 'EH']",0,CCV,3
8567,"['EH0', 'V', 'SH']","['EH', 'V', 'SH']",0,VCC,3
8568,"['V', 'SH', 'UH0']","['V', 'SH', 'UH']",0,CCV,3
8569,"['UH0', 'V', 'SH']","['UH', 'V', 'SH']",0,VCC,3
8570,"['V', 'SH', 'IY0']","['V', 'SH', 'IY']",0,CCV,3
8571,"['IY0', 'V', 'SH']","['IY', 'V', 'SH']",0,VCC,3
8572,"['V', 'SH', 'EY0']","['V', 'SH', 'EY']",0,CCV,3
8573,"['EY0', 'V', 'SH']","['EY', 'V', 'SH']",0,VCC,3
8574,"['V', 'SH', 'OW0']","['V', 'SH', 'OW']",0,CCV,3
8575,"['OW0', 'V', 'SH']","['OW', 'V', 'SH']",0,VCC,3
8576,"['V', 'SH', 'AE0']","['V', 'SH', 'AE']",0,CCV,3
8577,"['AE0', 'V', 'SH']","['AE', 'V', 'SH']",0,VCC,3
8578,"['V', 'SH', 'AW0']","['V', 'SH', 'AW']",0,CCV,3
8579,"['AW0', 'V', 'SH']","['AW', 'V', 'SH']",0,VCC,3
8580,"['V', 'Z', 'AH0']","['V', 'Z', 'AH']",0,CCV,3
8581,"['AH0', 'V', 'Z']","['AH', 'V', 'Z']",0,VCC,3
8582,"['V', 'Z', 'OY0']","['V', 'Z', 'OY']",0,CCV,3
8583,"['OY0', 'V', 'Z']","['OY', 'V', 'Z']",0,VCC,3
8584,"['V', 'Z', 'AA0']","['V', 'Z', 'AA']",0,CCV,3
8585,"['AA0', 'V', 'Z']","['AA', 'V', 'Z']",0,VCC,3
8586,"['V', 'Z', 'AY0']","['V', 'Z', 'AY']",0,CCV,3
8587,"['AY0', 'V', 'Z']","['AY', 'V', 'Z']",0,VCC,3
8588,"['V', 'Z', 'ER0']","['V', 'Z', 'ER']",0,CCV,3
8589,"['ER0', 'V', 'Z']","['ER', 'V', 'Z']",0,VCC,3
8590,"['V', 'Z', 'AO0']","['V', 'Z', 'AO']",0,CCV,3
8591,"['AO0', 'V', 'Z']","['AO', 'V', 'Z']",0,VCC,3
8592,"['V', 'Z', 'UW0']","['V', 'Z', 'UW']",0,CCV,3
8593,"['UW0', 'V', 'Z']","['UW', 'V', 'Z']",0,VCC,3
8594,"['V', 'Z', 'IH0']","['V', 'Z', 'IH']",0,CCV,3
8595,"['IH0', 'V', 'Z']","['IH', 'V', 'Z']",0,VCC,3
8596,"['V', 'Z', 'EH0']","['V', 'Z', 'EH']",0,CCV,3
8597,"['EH0', 'V', 'Z']","['EH', 'V', 'Z']",0,VCC,3
8598,"['V', 'Z', 'UH0']","['V', 'Z', 'UH']",0,CCV,3
8599,"['UH0', 'V', 'Z']","['UH', 'V', 'Z']",0,VCC,3
8600,"['V', 'Z', 'IY0']","['V', 'Z', 'IY']",0,CCV,3
8601,"['IY0', 'V', 'Z']","['IY', 'V', 'Z']",0,VCC,3
8602,"['V', 'Z', 'EY0']","['V', 'Z', 'EY']",0,CCV,3
8603,"['EY0', 'V', 'Z']","['EY', 'V', 'Z']",0,VCC,3
8604,"['V', 'Z', 'OW0']","['V', 'Z', 'OW']",0,CCV,3
8605,"['OW0', 'V', 'Z']","['OW', 'V', 'Z']",0,VCC,3
8606,"['V', 'Z', 'AE0']","['V', 'Z', 'AE']",0,CCV,3
8607,"['AE0', 'V', 'Z']","['AE', 'V', 'Z']",0,VCC,3
8608,"['V', 'Z', 'AW0']","['V', 'Z', 'AW']",0,CCV,3
8609,"['AW0', 'V', 'Z']","['AW', 'V', 'Z']",0,VCC,3
8610,"['V', 'ZH', 'AH0']","['V', 'ZH', 'AH']",0,CCV,3
8611,"['AH0', 'V', 'ZH']","['AH', 'V', 'ZH']",0,VCC,3
8612,"['V', 'ZH', 'OY0']","['V', 'ZH', 'OY']",0,CCV,3
8613,"['OY0', 'V', 'ZH']","['OY', 'V', 'ZH']",0,VCC,3
8614,"['V', 'ZH', 'AA0']","['V', 'ZH', 'AA']",0,CCV,3
8615,"['AA0', 'V', 'ZH']","['AA', 'V', 'ZH']",0,VCC,3
8616,"['V', 'ZH', 'AY0']","['V', 'ZH', 'AY']",0,CCV,3
8617,"['AY0', 'V', 'ZH']","['AY', 'V', 'ZH']",0,VCC,3
8618,"['V', 'ZH', 'ER0']","['V', 'ZH', 'ER']",0,CCV,3
8619,"['ER0', 'V', 'ZH']","['ER', 'V', 'ZH']",0,VCC,3
8620,"['V', 'ZH', 'AO0']","['V', 'ZH', 'AO']",0,CCV,3
8621,"['AO0', 'V', 'ZH']","['AO', 'V', 'ZH']",0,VCC,3
8622,"['V', 'ZH', 'UW0']","['V', 'ZH', 'UW']",0,CCV,3
8623,"['UW0', 'V', 'ZH']","['UW', 'V', 'ZH']",0,VCC,3
8624,"['V', 'ZH', 'IH0']","['V', 'ZH', 'IH']",0,CCV,3
8625,"['IH0', 'V', 'ZH']","['IH', 'V', 'ZH']",0,VCC,3
8626,"['V', 'ZH', 'EH0']","['V', 'ZH', 'EH']",0,CCV,3
8627,"['EH0', 'V', 'ZH']","['EH', 'V', 'ZH']",0,VCC,3
8628,"['V', 'ZH', 'UH0']","['V', 'ZH', 'UH']",0,CCV,3
8629,"['UH0', 'V', 'ZH']","['UH', 'V', 'ZH']",0,VCC,3
8630,"['V', 'ZH', 'IY0']","['V', 'ZH', 'IY']",0,CCV,3
8631,"['IY0', 'V', 'ZH']","['IY', 'V', 'ZH']",0,VCC,3
8632,"['V', 'ZH', 'EY0']","['V', 'ZH', 'EY']",0,CCV,3
8633,"['EY0', 'V', 'ZH']","['EY', 'V', 'ZH']",0,VCC,3
8634,"['V', 'ZH', 'OW0']","['V', 'ZH', 'OW']",0,CCV,3
8635,"['OW0', 'V', 'ZH']","['OW', 'V', 'ZH']",0,VCC,3
8636,"['V', 'ZH', 'AE0']","['V', 'ZH', 'AE']",0,CCV,3
8637,"['AE0', 'V', 'ZH']","['AE', 'V', 'ZH']",0,VCC,3
8638,"['V', 'ZH', 'AW0']","['V', 'ZH', 'AW']",0,CCV,3
8639,"['AW0', 'V', 'ZH']","['AW', 'V', 'ZH']",0,VCC,3
8640,"['V', 'DH', 'AH0']","['V', 'DH', 'AH']",0,CCV,3
8641,"['AH0', 'V', 'DH']","['AH', 'V', 'DH']",0,VCC,3
8642,"['V', 'DH', 'OY0']","['V', 'DH', 'OY']",0,CCV,3
8643,"['OY0', 'V', 'DH']","['OY', 'V', 'DH']",0,VCC,3
8644,"['V', 'DH', 'AA0']","['V', 'DH', 'AA']",0,CCV,3
8645,"['AA0', 'V', 'DH']","['AA', 'V', 'DH']",0,VCC,3
8646,"['V', 'DH', 'AY0']","['V', 'DH', 'AY']",0,CCV,3
8647,"['AY0', 'V', 'DH']","['AY', 'V', 'DH']",0,VCC,3
8648,"['V', 'DH', 'ER0']","['V', 'DH', 'ER']",0,CCV,3
8649,"['ER0', 'V', 'DH']","['ER', 'V', 'DH']",0,VCC,3
8650,"['V', 'DH', 'AO0']","['V', 'DH', 'AO']",0,CCV,3
8651,"['AO0', 'V', 'DH']","['AO', 'V', 'DH']",0,VCC,3
8652,"['V', 'DH', 'UW0']","['V', 'DH', 'UW']",0,CCV,3
8653,"['UW0', 'V', 'DH']","['UW', 'V', 'DH']",0,VCC,3
8654,"['V', 'DH', 'IH0']","['V', 'DH', 'IH']",0,CCV,3
8655,"['IH0', 'V', 'DH']","['IH', 'V', 'DH']",0,VCC,3
8656,"['V', 'DH', 'EH0']","['V', 'DH', 'EH']",0,CCV,3
8657,"['EH0', 'V', 'DH']","['EH', 'V', 'DH']",0,VCC,3
8658,"['V', 'DH', 'UH0']","['V', 'DH', 'UH']",0,CCV,3
8659,"['UH0', 'V', 'DH']","['UH', 'V', 'DH']",0,VCC,3
8660,"['V', 'DH', 'IY0']","['V', 'DH', 'IY']",0,CCV,3
8661,"['IY0', 'V', 'DH']","['IY', 'V', 'DH']",0,VCC,3
8662,"['V', 'DH', 'EY0']","['V', 'DH', 'EY']",0,CCV,3
8663,"['EY0', 'V', 'DH']","['EY', 'V', 'DH']",0,VCC,3
8664,"['V', 'DH', 'OW0']","['V', 'DH', 'OW']",0,CCV,3
8665,"['OW0', 'V', 'DH']","['OW', 'V', 'DH']",0,VCC,3
8666,"['V', 'DH', 'AE0']","['V', 'DH', 'AE']",0,CCV,3
8667,"['AE0', 'V', 'DH']","['AE', 'V', 'DH']",0,VCC,3
8668,"['V', 'DH', 'AW0']","['V', 'DH', 'AW']",0,CCV,3
8669,"['AW0', 'V', 'DH']","['AW', 'V', 'DH']",0,VCC,3
8670,"['V', 'HH', 'AH0']","['V', 'HH', 'AH']",0,CCV,3
8671,"['AH0', 'V', 'HH']","['AH', 'V', 'HH']",0,VCC,3
8672,"['V', 'HH', 'OY0']","['V', 'HH', 'OY']",0,CCV,3
8673,"['OY0', 'V', 'HH']","['OY', 'V', 'HH']",0,VCC,3
8674,"['V', 'HH', 'AA0']","['V', 'HH', 'AA']",0,CCV,3
8675,"['AA0', 'V', 'HH']","['AA', 'V', 'HH']",0,VCC,3
8676,"['V', 'HH', 'AY0']","['V', 'HH', 'AY']",0,CCV,3
8677,"['AY0', 'V', 'HH']","['AY', 'V', 'HH']",0,VCC,3
8678,"['V', 'HH', 'ER0']","['V', 'HH', 'ER']",0,CCV,3
8679,"['ER0', 'V', 'HH']","['ER', 'V', 'HH']",0,VCC,3
8680,"['V', 'HH', 'AO0']","['V', 'HH', 'AO']",0,CCV,3
8681,"['AO0', 'V', 'HH']","['AO', 'V', 'HH']",0,VCC,3
8682,"['V', 'HH', 'UW0']","['V', 'HH', 'UW']",0,CCV,3
8683,"['UW0', 'V', 'HH']","['UW', 'V', 'HH']",0,VCC,3
8684,"['V', 'HH', 'IH0']","['V', 'HH', 'IH']",0,CCV,3
8685,"['IH0', 'V', 'HH']","['IH', 'V', 'HH']",0,VCC,3
8686,"['V', 'HH', 'EH0']","['V', 'HH', 'EH']",0,CCV,3
8687,"['EH0', 'V', 'HH']","['EH', 'V', 'HH']",0,VCC,3
8688,"['V', 'HH', 'UH0']","['V', 'HH', 'UH']",0,CCV,3
8689,"['UH0', 'V', 'HH']","['UH', 'V', 'HH']",0,VCC,3
8690,"['V', 'HH', 'IY0']","['V', 'HH', 'IY']",0,CCV,3
8691,"['IY0', 'V', 'HH']","['IY', 'V', 'HH']",0,VCC,3
8692,"['V', 'HH', 'EY0']","['V', 'HH', 'EY']",0,CCV,3
8693,"['EY0', 'V', 'HH']","['EY', 'V', 'HH']",0,VCC,3
8694,"['V', 'HH', 'OW0']","['V', 'HH', 'OW']",0,CCV,3
8695,"['OW0', 'V', 'HH']","['OW', 'V', 'HH']",0,VCC,3
8696,"['V', 'HH', 'AE0']","['V', 'HH', 'AE']",0,CCV,3
8697,"['AE0', 'V', 'HH']","['AE', 'V', 'HH']",0,VCC,3
8698,"['V', 'HH', 'AW0']","['V', 'HH', 'AW']",0,CCV,3
8699,"['AW0', 'V', 'HH']","['AW', 'V', 'HH']",0,VCC,3
8700,"['V', 'CH', 'AH0']","['V', 'CH', 'AH']",1,CCV,3
8701,"['AH0', 'V', 'CH']","['AH', 'V', 'CH']",-1,VCC,3
8702,"['V', 'CH', 'OY0']","['V', 'CH', 'OY']",1,CCV,3
8703,"['OY0', 'V', 'CH']","['OY', 'V', 'CH']",-1,VCC,3
8704,"['V', 'CH', 'AA0']","['V', 'CH', 'AA']",1,CCV,3
8705,"['AA0', 'V', 'CH']","['AA', 'V', 'CH']",-1,VCC,3
8706,"['V', 'CH', 'AY0']","['V', 'CH', 'AY']",1,CCV,3
8707,"['AY0', 'V', 'CH']","['AY', 'V', 'CH']",-1,VCC,3
8708,"['V', 'CH', 'ER0']","['V', 'CH', 'ER']",1,CCV,3
8709,"['ER0', 'V', 'CH']","['ER', 'V', 'CH']",-1,VCC,3
8710,"['V', 'CH', 'AO0']","['V', 'CH', 'AO']",1,CCV,3
8711,"['AO0', 'V', 'CH']","['AO', 'V', 'CH']",-1,VCC,3
8712,"['V', 'CH', 'UW0']","['V', 'CH', 'UW']",1,CCV,3
8713,"['UW0', 'V', 'CH']","['UW', 'V', 'CH']",-1,VCC,3
8714,"['V', 'CH', 'IH0']","['V', 'CH', 'IH']",1,CCV,3
8715,"['IH0', 'V', 'CH']","['IH', 'V', 'CH']",-1,VCC,3
8716,"['V', 'CH', 'EH0']","['V', 'CH', 'EH']",1,CCV,3
8717,"['EH0', 'V', 'CH']","['EH', 'V', 'CH']",-1,VCC,3
8718,"['V', 'CH', 'UH0']","['V', 'CH', 'UH']",1,CCV,3
8719,"['UH0', 'V', 'CH']","['UH', 'V', 'CH']",-1,VCC,3
8720,"['V', 'CH', 'IY0']","['V', 'CH', 'IY']",1,CCV,3
8721,"['IY0', 'V', 'CH']","['IY', 'V', 'CH']",-1,VCC,3
8722,"['V', 'CH', 'EY0']","['V', 'CH', 'EY']",1,CCV,3
8723,"['EY0', 'V', 'CH']","['EY', 'V', 'CH']",-1,VCC,3
8724,"['V', 'CH', 'OW0']","['V', 'CH', 'OW']",1,CCV,3
8725,"['OW0', 'V', 'CH']","['OW', 'V', 'CH']",-1,VCC,3
8726,"['V', 'CH', 'AE0']","['V', 'CH', 'AE']",1,CCV,3
8727,"['AE0', 'V', 'CH']","['AE', 'V', 'CH']",-1,VCC,3
8728,"['V', 'CH', 'AW0']","['V', 'CH', 'AW']",1,CCV,3
8729,"['AW0', 'V', 'CH']","['AW', 'V', 'CH']",-1,VCC,3
8730,"['V', 'JH', 'AH0']","['V', 'JH', 'AH']",1,CCV,3
8731,"['AH0', 'V', 'JH']","['AH', 'V', 'JH']",-1,VCC,3
8732,"['V', 'JH', 'OY0']","['V', 'JH', 'OY']",1,CCV,3
8733,"['OY0', 'V', 'JH']","['OY', 'V', 'JH']",-1,VCC,3
8734,"['V', 'JH', 'AA0']","['V', 'JH', 'AA']",1,CCV,3
8735,"['AA0', 'V', 'JH']","['AA', 'V', 'JH']",-1,VCC,3
8736,"['V', 'JH', 'AY0']","['V', 'JH', 'AY']",1,CCV,3
8737,"['AY0', 'V', 'JH']","['AY', 'V', 'JH']",-1,VCC,3
8738,"['V', 'JH', 'ER0']","['V', 'JH', 'ER']",1,CCV,3
8739,"['ER0', 'V', 'JH']","['ER', 'V', 'JH']",-1,VCC,3
8740,"['V', 'JH', 'AO0']","['V', 'JH', 'AO']",1,CCV,3
8741,"['AO0', 'V', 'JH']","['AO', 'V', 'JH']",-1,VCC,3
8742,"['V', 'JH', 'UW0']","['V', 'JH', 'UW']",1,CCV,3
8743,"['UW0', 'V', 'JH']","['UW', 'V', 'JH']",-1,VCC,3
8744,"['V', 'JH', 'IH0']","['V', 'JH', 'IH']",1,CCV,3
8745,"['IH0', 'V', 'JH']","['IH', 'V', 'JH']",-1,VCC,3
8746,"['V', 'JH', 'EH0']","['V', 'JH', 'EH']",1,CCV,3
8747,"['EH0', 'V', 'JH']","['EH', 'V', 'JH']",-1,VCC,3
8748,"['V', 'JH', 'UH0']","['V', 'JH', 'UH']",1,CCV,3
8749,"['UH0', 'V', 'JH']","['UH', 'V', 'JH']",-1,VCC,3
8750,"['V', 'JH', 'IY0']","['V', 'JH', 'IY']",1,CCV,3
8751,"['IY0', 'V', 'JH']","['IY', 'V', 'JH']",-1,VCC,3
8752,"['V', 'JH', 'EY0']","['V', 'JH', 'EY']",1,CCV,3
8753,"['EY0', 'V', 'JH']","['EY', 'V', 'JH']",-1,VCC,3
8754,"['V', 'JH', 'OW0']","['V', 'JH', 'OW']",1,CCV,3
8755,"['OW0', 'V', 'JH']","['OW', 'V', 'JH']",-1,VCC,3
8756,"['V', 'JH', 'AE0']","['V', 'JH', 'AE']",1,CCV,3
8757,"['AE0', 'V', 'JH']","['AE', 'V', 'JH']",-1,VCC,3
8758,"['V', 'JH', 'AW0']","['V', 'JH', 'AW']",1,CCV,3
8759,"['AW0', 'V', 'JH']","['AW', 'V', 'JH']",-1,VCC,3
8760,"['V', 'M', 'AH0']","['V', 'M', 'AH']",2,CCV,3
8761,"['AH0', 'V', 'M']","['AH', 'V', 'M']",-2,VCC,3
8762,"['V', 'M', 'OY0']","['V', 'M', 'OY']",2,CCV,3
8763,"['OY0', 'V', 'M']","['OY', 'V', 'M']",-2,VCC,3
8764,"['V', 'M', 'AA0']","['V', 'M', 'AA']",2,CCV,3
8765,"['AA0', 'V', 'M']","['AA', 'V', 'M']",-2,VCC,3
8766,"['V', 'M', 'AY0']","['V', 'M', 'AY']",2,CCV,3
8767,"['AY0', 'V', 'M']","['AY', 'V', 'M']",-2,VCC,3
8768,"['V', 'M', 'ER0']","['V', 'M', 'ER']",2,CCV,3
8769,"['ER0', 'V', 'M']","['ER', 'V', 'M']",-2,VCC,3
8770,"['V', 'M', 'AO0']","['V', 'M', 'AO']",2,CCV,3
8771,"['AO0', 'V', 'M']","['AO', 'V', 'M']",-2,VCC,3
8772,"['V', 'M', 'UW0']","['V', 'M', 'UW']",2,CCV,3
8773,"['UW0', 'V', 'M']","['UW', 'V', 'M']",-2,VCC,3
8774,"['V', 'M', 'IH0']","['V', 'M', 'IH']",2,CCV,3
8775,"['IH0', 'V', 'M']","['IH', 'V', 'M']",-2,VCC,3
8776,"['V', 'M', 'EH0']","['V', 'M', 'EH']",2,CCV,3
8777,"['EH0', 'V', 'M']","['EH', 'V', 'M']",-2,VCC,3
8778,"['V', 'M', 'UH0']","['V', 'M', 'UH']",2,CCV,3
8779,"['UH0', 'V', 'M']","['UH', 'V', 'M']",-2,VCC,3
8780,"['V', 'M', 'IY0']","['V', 'M', 'IY']",2,CCV,3
8781,"['IY0', 'V', 'M']","['IY', 'V', 'M']",-2,VCC,3
8782,"['V', 'M', 'EY0']","['V', 'M', 'EY']",2,CCV,3
8783,"['EY0', 'V', 'M']","['EY', 'V', 'M']",-2,VCC,3
8784,"['V', 'M', 'OW0']","['V', 'M', 'OW']",2,CCV,3
8785,"['OW0', 'V', 'M']","['OW', 'V', 'M']",-2,VCC,3
8786,"['V', 'M', 'AE0']","['V', 'M', 'AE']",2,CCV,3
8787,"['AE0', 'V', 'M']","['AE', 'V', 'M']",-2,VCC,3
8788,"['V', 'M', 'AW0']","['V', 'M', 'AW']",2,CCV,3
8789,"['AW0', 'V', 'M']","['AW', 'V', 'M']",-2,VCC,3
8790,"['V', 'N', 'AH0']","['V', 'N', 'AH']",2,CCV,3
8791,"['AH0', 'V', 'N']","['AH', 'V', 'N']",-2,VCC,3
8792,"['V', 'N', 'OY0']","['V', 'N', 'OY']",2,CCV,3
